"positionName","salary","jobType/0","jobType/1","jobType/2","company","location","rating","reviewsCount","url","companyInfo"
"Analytics and Modeling Analyst",,"Full-time",,,"Accenture","Gurugram, Haryana","3.9","28654","https://in.indeed.com/viewjob?jk=13a5d695ac2d3842",
"Analyst Data Governance & Management",,"Full-time",,,"American Express","Bengaluru, Karnataka","4.1","9669","https://in.indeed.com/viewjob?jk=a3737f0406c313c4",
"Data Visualization Sr. Analyst",,"Full-time",,,"Accenture","Kochi, Kerala","3.9","28654","https://in.indeed.com/viewjob?jk=57b3d7987822cbca",
"Workforce Analyst - Data Analytics",,"Full-time",,,"JPMorganChase","Mumbai, Maharashtra","3.9","20380","https://in.indeed.com/viewjob?jk=1db9114fcb8ff069",
"Business System Analyst - IT",,"Full-time",,,"Flex LTD","Pune, Maharashtra","3.9","5938","https://in.indeed.com/viewjob?jk=5d42225c0ca34536",
"Senior Data Product Management Consultant - – Workday Security Senior Analyst",,"Full-time",,,"Wells Fargo","Serilingampalle, Telangana","3.6","47716","https://in.indeed.com/viewjob?jk=022d94e6771172c8",
"RM&C - Reporting, Automation & Analytics — Analyst",,"Full-time",,,"JPMorganChase","Mumbai, Maharashtra","3.9","20380","https://in.indeed.com/viewjob?jk=4d804d4563052e05",
"Data Analyst",,"Full-time",,,"EXL Service","Bengaluru, Karnataka","3.7","1990","https://in.indeed.com/viewjob?jk=0f0614fad8d5ee22",
"Technical Analyst – Operations Delivery",,"Full-time",,,"Mondelēz International","Mumbai, Maharashtra","3.9","6105","https://in.indeed.com/viewjob?jk=816b5158c99d5669",
"Reconciliation Business Analyst",,"Permanent","Full-time",,"BNP Paribas","Karnataka","3.8","5125","https://in.indeed.com/viewjob?jk=9cf3be71009e2df3",
"Analytics Manager (CX analytics) – R01566789",,,,,"Brillio","Bengaluru, Karnataka","3.4","176","https://in.indeed.com/viewjob?jk=6a0470d49c8d7ad3",
"Indirect Tax Data Analyst - 2+ yrs/Python,SQL,Alteryx",,"Full-time",,,"Thomson Reuters","Bengaluru, Karnataka","3.9","4258","https://in.indeed.com/viewjob?jk=8fac00e953976ecd",
"Business Analyst I, DPWI, Selling Partner Services",,"Full-time",,,"ADCI - Karnataka - A66","Bengaluru, Karnataka","3.5","55623","https://in.indeed.com/viewjob?jk=6126458b958aeea6",
"Oracle Fusion Snr Business Systems Analyst",,"Full-time",,,"Equinix","Bengaluru, Karnataka","3.7","389","https://in.indeed.com/viewjob?jk=c83105f54f7513e8",
"Data Analyst (Mohali)","₹20,000 - ₹25,000 a month","Full-time",,,"Deepdive Media Pvt. Ltd.","Mohali, Punjab","5","1","https://in.indeed.com/viewjob?jk=5a058c299b93d7bd",
"Senior Data Analyst, IN",,"Permanent","Full-time",,"DAZN","Hyderabad, Telangana","3.3","46","https://in.indeed.com/viewjob?jk=3c32e125c0df0186",
"Senior Analyst, Big Data Analytics & Engineering",,"Full-time",,,"Mastercard","Pune, Maharashtra","4","842","https://in.indeed.com/viewjob?jk=843b593aa76a651c",
"Senior Data Engineering Analyst",,"Full-time",,,"Optum","Hyderabad, Telangana","3.3","11707","https://in.indeed.com/viewjob?jk=9756186923ca1f61",
"Medicaid Pricer Regulatory Analyst",,"Full-time",,,"Zelis","Telangana","2.1","236","https://in.indeed.com/viewjob?jk=4223216691d7b25e",
"MIS Analyst / Reporting Specialist",,"Full-time",,,"Cognizant","Bengaluru, Karnataka","3.8","17041","https://in.indeed.com/viewjob?jk=edd774d36dfb900e",
"MIS Executive","₹25,000 - ₹30,000 a month","Full-time",,,"Raniwala Jewellers Pvt.Ltd.","Bais Godam, Jaipur, Rajasthan","0","0","https://in.indeed.com/viewjob?jk=99e9dd6b74fd70fa",
"Senior Business Analyst - Sql & Payments",,"Permanent","Full-time",,"CGI","Bengaluru, Karnataka","3.5","4112","https://in.indeed.com/viewjob?jk=5431234a011b6ae2",
"BUSINESS ANALYST L3",,,,,"Wipro Limited","Chennai, Tamil Nadu","3.8","17015","https://in.indeed.com/viewjob?jk=946704a5821bee45",
"Analyst II - Data Analysis",,"Full-time",,,"Zelis","Telangana","2.1","236","https://in.indeed.com/viewjob?jk=8aef8320355ba539",
"Business Analyst",,"Full-time",,,"Cognizant","Bengaluru, Karnataka","3.8","17041","https://in.indeed.com/viewjob?jk=f675dd06bdf0b665",
"Data Analyst (SQL & Power BI)","₹6,00,000 - ₹10,00,000 a year","Permanent","Full-time",,"Purplenow","Bengaluru Rural District, Karnataka","0","0","https://in.indeed.com/viewjob?jk=3472eb4e35444647",
"Senior AI Analyst / Product/ Business","From ₹15,00,000 a year","Full-time",,,"Taglynk Careers Private Limited","Bengaluru, Karnataka","0","0","https://in.indeed.com/viewjob?jk=cac826815bbd1704",
"Data Analyst","₹20,000 - ₹30,000 a month","Full-time",,,"NextHire HR Solutions","Baddi, Himachal Pradesh","0","0","https://in.indeed.com/viewjob?jk=6a0faa9e6af6cf07",
"Business Analyst","₹5,00,000 - ₹8,00,000 a year","Full-time",,,"RNIT AI Solutions Limited","Guwahati, Assam","0","0","https://in.indeed.com/viewjob?jk=17ab9a60666737ff",
"Data Analyst",,"Permanent","Full-time",,"Applied Research Works","Kolkata, West Bengal","2.5","2","https://in.indeed.com/viewjob?jk=6e2307f79362105f",
"Finance Business Process Analyst",,,,,"Taboola","Gurugram, Haryana","3.4","17","https://in.indeed.com/viewjob?jk=c49deec642fa1fd6",
"Business Data Analyst","₹3,05,073.20 - ₹13,06,804.81 a year","Permanent","Part-time","Full-time","IFB APPLIANCES","Whitefield, Bengaluru, Karnataka","3.8","10","https://in.indeed.com/viewjob?jk=8740fc65e7efd09e",
"MIS Executive","₹20,000 - ₹23,000 a month","Permanent","Full-time",,"K.L.GROUP","Satgaon, Guwahati, Assam","0","0","https://in.indeed.com/viewjob?jk=f95981b6c51ac02b",
"Business Analyst - Master Data Management!",,"Full-time",,,"Genpact India Pvt. Ltd.","Bengaluru, Karnataka","3.8","7883","https://in.indeed.com/viewjob?jk=6727fe3c2e3fe040",
"Sr. Analyst - Process Analytics - SCM 4A",,"Full-time",,,"Genpact India Pvt. Ltd.","Bengaluru, Karnataka","3.8","7883","https://in.indeed.com/viewjob?jk=ebe38fdbbf80fc30",
"Senior Business Analyst",,,,,"Shri Vile Parle Kelavani Mandal","Mumbai, Maharashtra","4.2","6","https://in.indeed.com/viewjob?jk=82540a983ed46c22",
"Data Analyst - App Data",,"Full-time",,,"GreedyGame Media","India","0","0","https://in.indeed.com/viewjob?jk=31e8ffd572c5edaf",
"Data Analyst",,,,,"Shri Vile Parle Kelavani Mandal","Mumbai, Maharashtra","4.2","6","https://in.indeed.com/viewjob?jk=023bf2f66fcdb17e",
"Business Analyst (Content & Document Management / Infra)",,,,,"Gainwell Technologies","Bengaluru, Karnataka","2.6","362","https://in.indeed.com/viewjob?jk=813dd7dad99170f9",
"Construction Analyst [Candidates from Navi Mumbai & Thane to Kalyan]","₹16,000 - ₹18,000 a month","Full-time",,,"Biltrax Construction Data","Navi Mumbai, Maharashtra","0","0","https://in.indeed.com/viewjob?jk=258310b5279ea2e9",
"MIS Executive","₹25,000 - ₹30,000 a month","Full-time",,,"Shri Venkatesh Stock Broker Services India Pvt Ltd","Raipur, Chhattisgarh","0","0","https://in.indeed.com/viewjob?jk=d7c7a92d526c589c",
"Data Analyst","₹18,000 - ₹20,000 a month","Full-time",,,"SRI RAMACHANDRA HOSPITAL","Porur, Chennai, Tamil Nadu","4.1","14","https://in.indeed.com/viewjob?jk=952da9dccbdc8a74",
"MIS Executive","₹15,000 - ₹20,000 a month","Full-time",,,"Shree Ram Wood Industries","Yamunanagar, Haryana","0","0","https://in.indeed.com/viewjob?jk=22d4a442a8f972d8",
"Business Technical Analyst",,"Permanent","Full-time",,"Rytsense Technologies Private Limited","Chennai, Tamil Nadu","0","0","https://in.indeed.com/viewjob?jk=74bcdc25c21fed25",
"Consumer & Shop Insights Sr Analyst",,,,,"PepsiCo","Hyderabad, Telangana","3.7","21463","https://in.indeed.com/viewjob?jk=7a322a81b545b38e",
"MIS Executive","Up to ₹35,000 a month","Full-time",,,"NorthEast Talent Hub","Guwahati, Assam","0","0","https://in.indeed.com/viewjob?jk=3301e9ca58a2d81e",
"MIS Executive","₹17,000 - ₹20,000 a month","Full-time",,,"DUTTASON ENGINEERS","Sahanewal, Ludhiana, Punjab","0","0","https://in.indeed.com/viewjob?jk=ca3a0a8b3a017e29",
"Workday Reporting Analyst","₹70,000 - ₹90,000 a month","Full-time","Contractual / Temporary",,"Technology Next","Remote","2","1","https://in.indeed.com/viewjob?jk=46904a491c1ca186",
"Associate Analyst - Medical Insights and Analytics",,"Full-time",,,"Novartis","Hyderabad, Telangana","4.1","4421","https://in.indeed.com/viewjob?jk=d02c5661957d785e",
"Senior Analyst - Brand Analytics",,"Full-time",,,"AstraZeneca","Chennai, Tamil Nadu","4","2571","https://in.indeed.com/viewjob?jk=ec577ff30142dbce",
"Analyst - Business Data Services 5B",,"Full-time",,,"Genpact India Pvt. Ltd.","Bengaluru, Karnataka","3.8","7883","https://in.indeed.com/viewjob?jk=6dce942ee5c39784",
"Business Analyst","₹10,00,000 - ₹12,00,000 a year","Full-time",,,"Trantor Software Pvt. Ltd","Remote","3.8","18","https://in.indeed.com/viewjob?jk=03b11c351869195a",
"MIS Executive","₹3,00,000 - ₹4,00,000 a year","Permanent","Full-time",,"B u Bhandari Auto Pvt Ltd","Deccan, Pune, Maharashtra","0","0","https://in.indeed.com/viewjob?jk=88b048e8e8f3c2d4",
"Associate Analyst, Analytics",,"Full-time",,,"Novartis","Hyderabad, Telangana","4.1","4421","https://in.indeed.com/viewjob?jk=2204ba3dc7d2ecd5",
"Data Analyst (Consulting)",,"Full-time",,,"dss+","Gurugram, Haryana","4","7","https://in.indeed.com/viewjob?jk=39dc14bc34ccddb9",
"Business Systems Analyst",,,,,"NetApp","Bengaluru, Karnataka","4.1","833","https://in.indeed.com/viewjob?jk=c319ac05fa3aada1",
"Business Analyst (Reference Data)",,,,,"Gainwell Technologies","Bengaluru, Karnataka","2.6","362","https://in.indeed.com/viewjob?jk=7e07c98ca18240af",
"Business Analyst - Healthcare Reference",,,,,"Gainwell Technologies","Bengaluru, Karnataka","2.6","362","https://in.indeed.com/viewjob?jk=2c81b0851bc47382",
"Business Analyst",,"Full-time",,,"NautilusNext","Navi Mumbai, Maharashtra","0","0","https://in.indeed.com/viewjob?jk=f8c343c084af1ce3",
"Business Analyst - Content & Document Management (Infra)",,,,,"Gainwell Technologies","Bengaluru, Karnataka","2.6","362","https://in.indeed.com/viewjob?jk=185a8625afcf451c",
"Senior Data Analyst","₹21,30,750 a year",,,,"BMC Software","Pune, Maharashtra","4","434","https://in.indeed.com/viewjob?jk=c433ead8e80f9d64",
"Business Analyst - Assistant Manager",,"Full-time",,,"State Street","Bengaluru, Karnataka","3.4","2976","https://in.indeed.com/viewjob?jk=92a1d2021d550990",
"Associate Data Dictionary Analyst",,,,,"Comscore","Pune, Maharashtra","3.2","102","https://in.indeed.com/viewjob?jk=446f546fc428175a",
"Sr. Data Analyst",,"Full-time",,,"Simform","Ahmedabad, Gujarat","4.3","15","https://in.indeed.com/viewjob?jk=ed55461ab17df530",
"Risk Analyst (Project Controls, Data Centre Construction)",,"Permanent","Part-time","Full-time","Linesight","Hyderabad, Telangana","3.7","14","https://in.indeed.com/viewjob?jk=918efe8f73a75510",
"Technical Business Analyst II",,,,,"サイネオス・ヘルス","Madhapur, Hyderabad, Telangana","0","0","https://in.indeed.com/viewjob?jk=8d11466abfaeacad",
"Junior Business Analyst",,"Full-time",,,"IntelliSource Tech","Pune, Maharashtra","0","0","https://in.indeed.com/viewjob?jk=503c86111d1ca849",
"Business Analyst I",,,,,"Colruyt IT Consultancy India","Hyderabad, Telangana","3.4","5","https://in.indeed.com/viewjob?jk=47f59ff85966f728",
"Senior Business Analyst - Business Process Modelling",,,,,"HCLTech","Chennai, Tamil Nadu","3.7","11369","https://in.indeed.com/viewjob?jk=b8faf2806633e776",
"Analyst - Data Platform Engg.",,,,,"Nomura","Mumbai, Maharashtra","3.9","502","https://in.indeed.com/viewjob?jk=73e29ac2c77bd44a",
"Technical Business Analyst","From ₹5,00,000 a year","Permanent","Full-time",,"Brit Tech Services","Bengaluru, Karnataka","0","0","https://in.indeed.com/viewjob?jk=87545b09228182b5",
"Senior Specialist, IT Business Analyst",,"Full-time",,,"Entegris","Pune, Maharashtra","3.4","339","https://in.indeed.com/viewjob?jk=04bac4f6634140bf",
"Technical Business Analyst",,"Full-time",,,"Optimum Solutions","Bengaluru, Karnataka","3.6","59","https://in.indeed.com/viewjob?jk=da5eff3e895fe20a",
"Business Analyst (IC)",,"Full-time",,,"EXL Service","Noida, Uttar Pradesh","3.7","1990","https://in.indeed.com/viewjob?jk=162c72e93709d469",
"Business Analytics Analyst",,"Full-time",,,"Citi","Bengaluru, Karnataka","3.9","20497","https://in.indeed.com/viewjob?jk=f9440f0f0ca4b1a8",
"Reporting & Data Analyst",,,,,"HCLTech","Chennai, Tamil Nadu","3.7","11369","https://in.indeed.com/viewjob?jk=1c5e2b257f56d2a3",
"Associate Deal Desk Analyst",,,,,"Aeries Technology","Bengaluru, Karnataka","3.9","24","https://in.indeed.com/viewjob?jk=2d22bd1ff1c492ae",
"Senior Analyst - Business Services",,"Full-time",,,"Apex Group","Baner, Pune, Maharashtra","3.3","44","https://in.indeed.com/viewjob?jk=084f1d1db8702dd7",
"Senior Data Analyst",,,,,"Precision Medicine Group","Remote","3.3","8","https://in.indeed.com/viewjob?jk=cd52722df47e2032",
"Senior Associate - Data Analyst Performance System",,"Permanent",,,"Acuity Knowledge Partners","Kharadi, Pune, Maharashtra","3.6","45","https://in.indeed.com/viewjob?jk=c0832d196b0ff1d9",
"Data Analyst - Reliability",,"Full-time",,,"United Airlines","Gurugram, Haryana","3.9","4899","https://in.indeed.com/viewjob?jk=abec5f959fd00c52",
"Sr Analytics & Modeling Analyst",,,,,"Moody's","Bengaluru, Karnataka","3.6","588","https://in.indeed.com/viewjob?jk=914b301b0c16b036",
"Marketo Business System Analyst",,"Full-time",,,"Jade Global","Bengaluru, Karnataka","3.4","16","https://in.indeed.com/viewjob?jk=d7341d57284d6542",
"Business Analyst - Officer",,"Full-time",,,"State Street","Bengaluru, Karnataka","3.4","2976","https://in.indeed.com/viewjob?jk=0846c14d4fbb4025",
"Analytics and Modeling Analyst",,"Full-time",,,"Accenture","Bengaluru, Karnataka","3.9","28654","https://in.indeed.com/viewjob?jk=67a169c258f15803",
"AI Business Systems Analyst",,"Full-time",,,"QAD","Pune, Maharashtra","4.2","54","https://in.indeed.com/viewjob?jk=db510808a0db2c21",
"Guidewire Business Analyst - InsuranceNow",,"Full-time",,,"Zensar Technologies","India","3.8","739","https://in.indeed.com/viewjob?jk=f79c1818bd49ac25",
"Senior Data Governance Analyst II",,"Full-time",,,"MetLife","Hyderabad, Telangana","3.8","6337","https://in.indeed.com/viewjob?jk=4996b1fe155ccf40",
"Lead, ERP Business Analyst",,"Full-time",,,"Schneider Electric","Bengaluru, Karnataka","3.9","6000","https://in.indeed.com/viewjob?jk=2254bbda5f60e853",
"Data Analyst",,"Full-time",,,"Ecolab Inc.","Pune, Maharashtra","3.5","4285","https://in.indeed.com/viewjob?jk=22549db76329a919",
"Analyst - Distribution Data Stewardship",,"Full-time",,,"AllianceBernstein","Pune, Maharashtra","3.5","269","https://in.indeed.com/viewjob?jk=3b3e8d71664f46df",
"Sales Analyst - II, ISG",,"Full-time",,,"ADCI HYD 13 SEZ","Hyderabad, Telangana","3.5","55623","https://in.indeed.com/viewjob?jk=818130fe2efd3772",
"Business Analyst - Decision Platform, RBS",,"Full-time",,,"ADCI - BLR 14 SEZ","Bengaluru, Karnataka","3.5","55623","https://in.indeed.com/viewjob?jk=26acd1d9f401fd26",
"Operating Effectiveness Analyst",,"Full-time",,,"The Cigna Group","Bengaluru, Karnataka","3.6","5337","https://in.indeed.com/viewjob?jk=4a5b9aa121ef9d93",
"Business Analyst - Gurgaon, India",,,,,"Dentsply Sirona","Gurugram, Haryana","3.4","739","https://in.indeed.com/viewjob?jk=54adb0dcf4e05a03",
"Expert, ERP Business Analyst",,"Full-time",,,"Schneider Electric","Bengaluru, Karnataka","3.9","6000","https://in.indeed.com/viewjob?jk=612e1cc8044611d9",
"Business Analyst, RBS ARTS (Automation Reporting and Tech Sciences)",,"Full-time",,,"ADCI - BLR 14 SEZ - F07","Bengaluru, Karnataka","3.5","55623","https://in.indeed.com/viewjob?jk=d30bf780a2c8b615",
"Lead Business Analyst - Salesforce (with Media Domain)",,,,,"BirlaSoft","Noida, Uttar Pradesh","3.8","466","https://in.indeed.com/viewjob?jk=da3bb6c67bdf2cab",
"Data Analyst","₹20,000 - ₹25,000 a month","Full-time",,,"Rathinam Group of Institutions","Eachanari, Coimbatore, Tamil Nadu","0","0","https://in.indeed.com/viewjob?jk=ebf4388561e2e250",
"Business Analyst",,"Full-time",,,"FNZ","Gurugram, Haryana","3.3","84","https://in.indeed.com/viewjob?jk=8fc12e4fcee6a9d1",
"Senior Sales Operations Analyst",,"Full-time",,,"Cognex Corporation","Noida, Uttar Pradesh","3.6","77","https://in.indeed.com/viewjob?jk=4563b5c8be93591e",
"Senior Manager - Business System Analyst",,,,,"AxisMaxlife","Remote","4.1","831","https://in.indeed.com/viewjob?jk=8297bd3959c60177",
"Senior Business Analyst - Capital Markets",,"Full-time",,,"Delta Capita","Bengaluru, Karnataka","3","14","https://in.indeed.com/viewjob?jk=ce7e82108400c6a5",
"Data Analyst",,,,,"Cuculus GmbH","Bengaluru, Karnataka","2","1","https://in.indeed.com/viewjob?jk=4bed8cbabdd38cd0",
"Data Analyst","₹6,00,000 - ₹7,00,000 a year","Permanent","Full-time",,"IIT Kanpur Development Foundation","Kanpur, Uttar Pradesh","0","0","https://in.indeed.com/viewjob?jk=5ee5d9f626ba58b7",
"Revenue Operations Technical Analyst",,"Full-time",,,"Xactly Corporation","Bengaluru, Karnataka","3.6","27","https://in.indeed.com/viewjob?jk=e3d47402bdcd6542",
"Senior Business Analyst",,,,,"Narsee Monjee Institute of Management Studies (NMIMS)","Mumbai, Maharashtra","4.3","15","https://in.indeed.com/viewjob?jk=d0ff7a082b76b7a1",
"Senior Business Analyst",,,,,"HCLTech","Gautam Budh Nagar, Uttar Pradesh","3.7","11369","https://in.indeed.com/viewjob?jk=c83536ee93c2a52d",
"Data Analyst",,,,,"Narsee Monjee Institute of Management Studies (NMIMS)","Mumbai, Maharashtra","4.3","15","https://in.indeed.com/viewjob?jk=7ea6323aaa092538",
"Data Analyst",,,,,"Aeries Technology","Bengaluru, Karnataka","3.9","24","https://in.indeed.com/viewjob?jk=168f20118a981ad1",
"Business Analyst - Financials (Healthcare)",,,,,"Gainwell Technologies","Bengaluru, Karnataka","2.6","362","https://in.indeed.com/viewjob?jk=bdf1f43d2c560c57",
"Associate II - Business Analysis",,,,,"UST","Thiruvananthapuram, Kerala","3.7","1047","https://in.indeed.com/viewjob?jk=f65469dabece1bdd",
"Senior Analyst - Business Intelligence - S P","₹1,824 a day",,,,"Cigres Technologies","Bengaluru, Karnataka","0","0","https://in.indeed.com/viewjob?jk=6636282d3c2c7ba5",
"Platform Engineering- Controls & Enablement- Data Analytics & Reporting Analyst",,"Full-time",,,"GCC India","Hyderabad, Telangana","0","0","https://in.indeed.com/viewjob?jk=054565fb7a2a1d22",
"Business Analyst",,"Full-time",,,"Shell Energy","Bengaluru, Karnataka","3.6","98","https://in.indeed.com/viewjob?jk=8bf63e681e985df2",
"Senior Technical Analyst",,"Full-time",,,"Warner Bros. Discovery","Hyderabad, Telangana","3.9","1042","https://in.indeed.com/viewjob?jk=081d06ad80815361",
"SCM Data & Application Analyst",,,,,"BirlaSoft","Hinjawadi, Pune, Maharashtra","3.8","466","https://in.indeed.com/viewjob?jk=74e14461c8c6cd51",
"Payment Business Analyst",,,,,"NTT Ltd","Noida, Uttar Pradesh","3.5","4924","https://in.indeed.com/viewjob?jk=4ec06df3eb27172f",
"Technical Analyst – Future Tech and Exploratory Projects",,"Full-time",,,"Mondelēz International","Mumbai, Maharashtra","3.9","6105","https://in.indeed.com/viewjob?jk=fb4b2af492b46bf8",
"Data Analyst",,"Full-time",,,"Cisco Systems","Bengaluru, Karnataka","4.1","6650","https://in.indeed.com/viewjob?jk=59b42182103cfd6c",
"Business Analyst",,"Full-time",,,"Meegaan Consulting","Delhi, Delhi","0","0","https://in.indeed.com/viewjob?jk=5ed0eb1a8875fe5a",
"Manager - Business Intelligence and Insights Group",,,,,"AxisMaxlife","Remote","4.1","831","https://in.indeed.com/viewjob?jk=cbae827295fbc3e2",
"Staff data analyst",,"Full-time",,,"The Goodyear Tire & Rubber Co.","Hyderabad, Telangana","3.6","4520","https://in.indeed.com/viewjob?jk=26c434e6ec09704d",
"Business Analyst, Amazon Business 3P",,"Full-time",,,"ADCI HYD 13 SEZ","Hyderabad, Telangana","3.5","55623","https://in.indeed.com/viewjob?jk=7821df33c92ed1d0",
"Staff - IT Business Analysis",,,,,"StoneX Group","Pune, Maharashtra","3.4","118","https://in.indeed.com/viewjob?jk=914c157198e9d3be",
"Senior Analyst, Business Insights",,"Full-time",,,"Mastercard","Gurugram, Haryana","4","842","https://in.indeed.com/viewjob?jk=2c3d55529856e519",
"IT&D Senior Business Analyst, Innovation & Portfolio",,,,,"Reckitt","Hyderabad, Telangana","3.8","1614","https://in.indeed.com/viewjob?jk=7534cb40b090c938",
"Senior Analyst - POWER BI -Data Quality",,"Permanent","Contractual / Temporary",,"Société Générale","Bengaluru, Karnataka","3.8","3838","https://in.indeed.com/viewjob?jk=8b21d8dc972bef24",
"Technology Business Management Analyst, Supplier Collaboration",,,,,"Ralph Lauren","Bengaluru, Karnataka","3.8","3566","https://in.indeed.com/viewjob?jk=e451e5d2db143a10",
"Data & Record Governance Analyst",,"Permanent",,,"Barclays","Bengaluru, Karnataka","3.9","6921","https://in.indeed.com/viewjob?jk=c97a35418c6a1ca7",
"Business Analyst",,"Permanent",,,"Vistex Asia-Pacific Private Ltd.","Hyderabad, Telangana","0","0","https://in.indeed.com/viewjob?jk=3af93ed776193d0e",
"Data Analyst","₹1,00,000 - ₹1,40,000 a month","Full-time",,,"Ziventra","Gurugram, Haryana","0","0","https://in.indeed.com/viewjob?jk=f2bd1af085b64335",
"Buisness Analyst","₹2,00,000 - ₹4,00,000 a year","Permanent","Full-time",,"Kwill","Amritsar, Punjab","0","0","https://in.indeed.com/viewjob?jk=132f29df359e1259",
"MIS Executive","₹15,000 - ₹25,000 a month","Permanent","Full-time",,"Transways Realty","Kolkata, West Bengal","1","1","https://in.indeed.com/viewjob?jk=3463f831f27e86be",
"LoanIQ Technical Business Analyst",,,,,"Luxoft","Hyderabad, Telangana","4.4","670","https://in.indeed.com/viewjob?jk=bcc58af692d7def3",
"Senior LoanIQ Technical Business Analyst",,,,,"Luxoft","Hyderabad, Telangana","4.4","670","https://in.indeed.com/viewjob?jk=a6378372dec5271e",
"Lead/ Senior Analyst – Business Research/ Market Intelligence",,,,,"Roche","Hyderabad, Telangana","4.1","2699","https://in.indeed.com/viewjob?jk=835015ccad87fafe",
"Lead Data Analyst",,"Full-time",,,"U.S. Bank National Association","Chennai, Tamil Nadu","3.5","11629","https://in.indeed.com/viewjob?jk=e4b9979a47b65c76",
"Associate Business Analyst",,,,,"Novo Nordisk","Bengaluru, Karnataka","4.1","1185","https://in.indeed.com/viewjob?jk=a60c7b4e2a402858",
"Business Analyst",,"Full-time",,,"Shell","Bengaluru, Karnataka","3.9","10233","https://in.indeed.com/viewjob?jk=7d47d0f9dcf4559b",
"MIS Executive","₹20,000 - ₹28,000 a month","Full-time",,,"INDIRA INFRATECH PRIVATE LIMITED","Bathinda, Punjab","0","0","https://in.indeed.com/viewjob?jk=792fc413fd963637",
"Global Banking & Markets-FCO Analytics-Analyst- Bengaluru",,,,,"Goldman Sachs","Bengaluru, Karnataka","3.9","2311","https://in.indeed.com/viewjob?jk=82ab31aa5a6a8828",
"Senior Business Analyst - AI Solutions",,,,,"EPAM Systems, Inc.","Pune, Maharashtra","3.8","523","https://in.indeed.com/viewjob?jk=2f2d27a9bd9969b6",
"Advanced Business Analyst - Planning",,,,,"Novo Nordisk","Bengaluru, Karnataka","4.1","1185","https://in.indeed.com/viewjob?jk=69da0c9a3f4ec9db",
"Associate Business Analyst / Business Analyst",,,,,"Novo Nordisk","Bengaluru, Karnataka","4.1","1185","https://in.indeed.com/viewjob?jk=83712ca4b4ada322",
"Systems Analysis Senior Analyst - HIH - Evernorth",,"Full-time",,,"The Cigna Group","Andhra Pradesh","3.6","5337","https://in.indeed.com/viewjob?jk=b4939fb921e0403d",
"Lead Business Analyst - Life Insurance / Reinsurance",,,,,"EPAM Systems, Inc.","Bengaluru, Karnataka","3.8","523","https://in.indeed.com/viewjob?jk=847cd7c5c181baa5",
"Senior Business Analyst - AI",,,,,"EPAM Systems, Inc.","Coimbatore, Tamil Nadu","3.8","523","https://in.indeed.com/viewjob?jk=32d2ec856920403b",
"Senior Analyst (Data Center Design Expert)",,"Full-time",,,"Black & Veatch Family of Companies","Vikhroli, Mumbai, Maharashtra","3.7","778","https://in.indeed.com/viewjob?jk=2fec0ba291d56e99",
"Data Measurement & Reporting Analyst",,"Full-time",,,"The Cigna Group","Bengaluru, Karnataka","3.6","5337","https://in.indeed.com/viewjob?jk=b93922b70da02cb8",
"Lead Business Analyst",,"Full-time",,,"Carrier","Bengaluru, Karnataka","3.8","1575","https://in.indeed.com/viewjob?jk=e825bb154afb1f71",
"Business Analyst - SME Insti - Mumbai",,,,,"Aditya Birla Group","Maharashtra","4.1","532","https://in.indeed.com/viewjob?jk=4181f88652e5d7d9",
"Senior Reporting Analyst",,"Full-time",,,"EXL Service","Noida, Uttar Pradesh","3.7","1990","https://in.indeed.com/viewjob?jk=6741fe10e45007cb",
"BI Engineer II, Data Analytics, Global Data Analytics (GDA)",,"Full-time",,,"ADCI PNQ 13 SEZ - H81","Pune, Maharashtra","3.5","55623","https://in.indeed.com/viewjob?jk=41f8afa6817237f1",
